tsp_id	stcotrbg	hh_race	hh_income	latitude	longitude
56713374	560019628002	1	36000	41.3063339	-105.6303017
56713375	560019628002	1	37000	41.3055477	-105.6305092
56713376	560019628002	1	43000	41.3057472	-105.6298906
56713377	560019628002	1	65000	41.3054474	-105.6306698
56713378	560019628002	1	210000	41.3056424	-105.6299862
56713379	560019628002	1	25000	41.3055892	-105.6299709
56713380	560019628002	8	35000	41.3056251	-105.6299402
56713381	560019628002	1	5100	41.3057702	-105.6298708
56713382	560019628002	1	61000	41.3062671	-105.6300489
56713383	560019628002	8	35000	41.3061963	-105.6299922
56713384	560019628002	1	30000	41.3062376	-105.6310307
56713385	560019628002	1	65200	41.3060951	-105.6306237
56713386	560019628002	1	3900	41.3057376	-105.6303531
56713387	560019628002	1	109500	41.3061735	-105.6303119
56713388	560019628002	1	57000	41.3055946	-105.6302001
56713389	560019628002	1	300	41.3058671	-105.6301734
56713390	560019628002	1	79200	41.3062919	-105.6300561
56713391	560019628002	1	53600	41.3060471	-105.6300744
56713392	560019628002	1	124430	41.3059641	-105.6299335
56713393	560019628002	1	90000	41.3062233	-105.6307008
56713394	560019628002	1	43800	41.3059002	-105.6305183
56713395	560019628002	1	90000	41.3059984	-105.6300582
56713396	560019628002	1	39000	41.3059590	-105.6299071
56713397	560019628002	1	4600	41.3055505	-105.6301789
56713398	560019628002	1	152000	41.3058522	-105.6302701
56713399	560019628002	1	75000	41.3062290	-105.6307911
56713400	560019628002	1	45000	41.3060222	-105.6304452
56713401	560019628002	1	77600	41.3062069	-105.6341101
56713402	560019628002	1	48000	41.3062702	-105.6303876
56713403	560019628002	1	154900	41.3055273	-105.6301759
56713404	560019628002	1	46800	41.3063651	-105.6299261
56713405	560019628002	1	47900	41.3059131	-105.6301282
56713406	560019628002	1	108600	41.3055967	-105.6302357
56713407	560019628002	1	197000	41.3059823	-105.6303110
56713408	560019628002	1	75000	41.3061383	-105.6310371
56713409	560019628002	1	102500	41.3060787	-105.6303261
56713410	560019628002	1	223100	41.3062782	-105.6307893
56713411	560019628002	1	76000	41.3060137	-105.6303523
56713412	560019628002	1	100000	41.3063289	-105.6300205
56713413	560019628002	1	47900	41.3058746	-105.6298739
56713414	560019628002	1	47000	41.3055980	-105.6301186
56713415	560019628002	1	71500	41.3055239	-105.6299492
56713416	560019628002	1	3500	41.3061176	-105.6306414
56713417	560019628002	1	93500	41.3064465	-105.6336267
56713418	560019628002	1	4600	41.3066166	-105.6338461
56713419	560019628002	1	3000	41.3055222	-105.6299640
56713420	560019628002	1	75000	41.3056283	-105.6299320
56713421	560019628002	1	35000	41.3059116	-105.6305577
56713422	560019628002	1	84000	41.3064104	-105.6338949
56713423	560019628002	1	60000	41.3061585	-105.6306484
56713424	560019628002	1	47000	41.3062207	-105.6338058
56713425	560019628002	1	55000	41.3060907	-105.6342747
56713426	560019628002	1	53000	41.3061881	-105.6344118
56713427	560019628002	1	47300	41.3065656	-105.6338773
56713428	560019628002	1	19500	41.3064702	-105.6340417
56713429	560019628002	1	46000	41.3062107	-105.6338992
56713430	560019628002	1	40000	41.3060704	-105.6344052
56713431	560019628002	1	82000	41.3061398	-105.6342373
56713432	560019628002	1	32300	41.3133803	-105.6154189
56713433	560019628002	1	125300	41.3064927	-105.6200519
56713434	560019628002	1	52000	41.3120977	-105.6171284
56713435	560019628002	1	50500	41.3080754	-105.6283225
56713436	560019628002	1	8000	41.3078940	-105.6287561
56713437	560019628002	1	0	41.3063543	-105.6340409
56713438	560019628002	1	41500	41.3061919	-105.6344119
56713439	560019628002	1	120000	41.3063595	-105.6341110
56713440	560019628002	1	33000	41.3061395	-105.6342939
56713441	560019628002	1	22900	41.3063165	-105.6342523
56713442	560019628002	1	24800	41.3060908	-105.6346283
56713443	560019628002	1	128800	41.3079986	-105.6277493
56713444	560019628002	1	70000	41.3074516	-105.6285462
56713445	560019628002	1	41800	41.3076861	-105.6280846
56713446	560019628002	1	258000	41.3074381	-105.6282618
56713447	560019628002	1	6500	41.3082215	-105.6285981
56713448	560019628002	1	59900	41.3079211	-105.6284847
56713449	560019628002	1	109200	41.3079791	-105.6279498
56713450	560019628002	1	66100	41.3122986	-105.6165017
56713451	560019628002	1	47200	41.3080370	-105.6279621
56713452	560019628002	1	75000	41.3082362	-105.6277562
56713453	560019628002	1	13000	41.3082260	-105.6283143
56713454	560019628002	1	31000	41.3079045	-105.6288568
56713455	560019628002	1	3500	41.3074480	-105.6281903
56713456	560019628002	8	68500	41.3077140	-105.6283400
56713457	560019628002	1	70000	41.3078665	-105.6277170
56713458	560019628002	1	16000	41.3123137	-105.6162678
56713459	560019628002	1	305000	41.3076174	-105.6282618
56713460	560019628002	1	38000	41.3078322	-105.6281392
56713461	560019628002	1	139000	41.3075578	-105.6276796
56713462	560019628002	1	57700	41.3119822	-105.6167886
56713463	560019628002	1	36000	41.3081494	-105.6287039
56713464	560019628002	1	56000	41.3119031	-105.6163533
56713465	560019628002	1	153000	41.3068893	-105.6202059
56713466	560019628002	1	47900	41.3123622	-105.6179256
56713467	560019628002	1	184000	41.3126376	-105.6162896
56713468	560019628002	1	0	41.3121509	-105.6172113
56713469	560019628002	1	95000	41.3120903	-105.6169219
56713470	560019628002	1	130000	41.3122410	-105.6163178
56713471	560019628002	1	96000	41.3124003	-105.6172043
56713472	560019628002	1	0	41.3120113	-105.6164849
56713473	560019628002	8	29400	41.3121494	-105.6163922
56713474	560019628002	1	101500	41.3125943	-105.6181418
56713475	560019628002	1	45000	41.3119719	-105.6171366
56713476	560019628002	1	122000	41.3126765	-105.6173424
56713477	560019628002	1	58400	41.3124503	-105.6162909
56713478	560019628002	1	27900	41.3119413	-105.6171620
56713479	560019628002	1	70000	41.3118913	-105.6167754
56713480	560019628002	1	86800	41.3126967	-105.6172708
56713481	560019628002	1	3000	41.3064999	-105.6196449
56713482	560019628002	1	106800	41.3121421	-105.6174402
56713483	560019628002	1	148600	41.3118318	-105.6181247
56713484	560019628002	1	256900	41.3126159	-105.6183981
56713485	560019628002	1	49000	41.3119275	-105.6174595
56713486	560019628002	1	26400	41.3121327	-105.6181273
56713487	560019628002	1	38000	41.3118647	-105.6179730
56713488	560019628002	1	65000	41.3120374	-105.6183198
56713489	560019628002	1	72000	41.3123083	-105.6178537
56713490	560019628002	1	56400	41.3122555	-105.6177884
56713491	560019628002	1	71000	41.3118131	-105.6182693
56713492	560019628002	1	132000	41.3119283	-105.6181829
56713493	560019628002	1	45000	41.3123928	-105.6184586
56713494	560019628002	1	256900	41.3119159	-105.6181542
56713495	560019628002	1	10000	41.3122379	-105.6179427
56713496	560019628002	1	227000	41.3145994	-105.6155196
56713497	560019628002	1	37000	41.3124964	-105.6257748
56713498	560019628002	1	35204	41.3101019	-105.6173540
56713499	560019628002	1	188300	41.3065312	-105.6194026
56713500	560019628002	1	40000	41.3067750	-105.6194199
56713501	560019628002	1	187000	41.3064725	-105.6191330
56713502	560019628002	1	42500	41.3064527	-105.6191911
56713503	560019628002	1	35000	41.3063303	-105.6197570
56713504	560019628002	1	8500	41.3067838	-105.6194921
56713505	560019628002	8	35000	41.3067725	-105.6195190
56713506	560019628002	1	92300	41.3108202	-105.6173121
56713507	560019628002	1	62000	41.3068416	-105.6194094
56713508	560019628002	1	52000	41.3063350	-105.6191785
56713509	560019628002	1	50000	41.3064502	-105.6191972
56713510	560019628002	1	98000	41.3100683	-105.6173557
56713511	560019628002	1	9600	41.3070599	-105.6202764
56713512	560019628002	1	0	41.3068403	-105.6196402
56713513	560019628002	1	56000	41.3122581	-105.6255468
56713514	560019628002	1	125000	41.3107380	-105.6179886
56713515	560019628002	1	397000	41.3100417	-105.6172161
56713516	560019628002	1	47000	41.3106159	-105.6181755
56713517	560019628002	1	74000	41.3100288	-105.6179696
56713518	560019628002	1	39100	41.3108336	-105.6182569
56713519	560019628002	1	48200	41.3105179	-105.6176358
56713520	560019628002	1	62000	41.3102336	-105.6176367
56713521	560019628002	1	143150	41.3121298	-105.6254149
56713522	560019628002	1	9100	41.3105544	-105.6179009
56713523	560019628002	1	62000	41.3101738	-105.6180152
56713524	560019628002	1	9200	41.3101527	-105.6172457
56713525	560019628002	1	256900	41.3124297	-105.6257825
56713526	560019628002	1	72000	41.3104204	-105.6174402
56713527	560019628002	1	139000	41.3102854	-105.6176415
56713528	560019628002	1	56000	41.3139928	-105.6152968
56713529	560019628002	1	130400	41.3112742	-105.6256979
56713530	560019628002	1	116000	41.3123386	-105.6254098
56713531	560019628002	1	74800	41.3122415	-105.6253740
56713532	560019628002	1	47400	41.3125171	-105.6248152
56713533	560019628002	1	58400	41.3128551	-105.6253293
56713534	560019628002	1	61500	41.3128402	-105.6247663
56713535	560019628002	1	383400	41.3121163	-105.6253747
56713536	560019628002	1	215400	41.3125970	-105.6254361
56713537	560019628002	1	0	41.3114547	-105.6245893
56713538	560019628002	1	85500	41.3123079	-105.6247484
56713539	560019628002	1	108000	41.3124317	-105.6247104
56713540	560019628002	1	40000	41.3124603	-105.6254316
56713541	560019628002	1	51200	41.3120338	-105.6247334
56713542	560019628002	1	128800	41.3126243	-105.6249073
56713543	560019628002	1	33600	41.3120749	-105.6252684
56713544	560019628002	8	46900	41.3145504	-105.6154049
56713545	560019628002	1	90000	41.3113539	-105.6251354
56713546	560019628002	1	68000	41.3120767	-105.6249120
56713547	560019628002	1	0	41.3120940	-105.6250510
56713548	560019628002	1	6020	41.3114044	-105.6251568
56713549	560019628002	1	90300	41.3120711	-105.6249668
56713550	560019628002	1	76040	41.3113826	-105.6253479
56713551	560019628002	1	35500	41.3119378	-105.6247115
56713552	560019628002	1	64300	41.3143973	-105.6155511
56713553	560019628002	1	35000	41.3116095	-105.6247030
56713554	560019628002	1	100000	41.3116508	-105.6255810
56713555	560019628002	1	28600	41.3117388	-105.6252781
56713556	560019628002	1	199000	41.3145008	-105.6156585
56713557	560019628002	1	33700	41.3119200	-105.6249328
56713558	560019628002	1	193000	41.3139774	-105.6153252
56713559	560019628002	1	47000	41.3066957	-105.6200526
56713560	560019628002	1	70030	41.3061116	-105.6340588
56713561	560019628002	1	40000	41.3120904	-105.6155471
56713562	560019628002	1	37000	41.3133117	-105.6157218
56713563	560019628002	1	9000	41.3052410	-105.6244393
56713564	560019628002	1	76800	41.3101703	-105.6226447
56713565	560019628002	1	27600	41.3083672	-105.6220151
56713566	560019628002	1	48900	41.3125286	-105.6166219
56713567	560019628002	1	34000	41.3104097	-105.6220587
56713568	560019628002	1	142250	41.3136587	-105.6157354
56713569	560019628002	8	60500	41.3129388	-105.6156814
56713570	560019628002	1	66100	41.3131294	-105.6162766
56713571	560019628002	1	210000	41.3129641	-105.6159100
56713572	560019628002	1	4500	41.3130266	-105.6161173
56713573	560019628002	1	65200	41.3089831	-105.6224288
56713574	560019628002	1	184300	41.3089593	-105.6228233
56713575	560019628002	1	46000	41.3093185	-105.6227535
56713576	560019628002	1	38000	41.3134006	-105.6152504
56713577	560019628002	1	9800	41.3129665	-105.6152853
56713578	560019628002	1	44030	41.3088257	-105.6221104
56713579	560019628002	1	48000	41.3087316	-105.6229165
56713580	560019628002	1	34440	41.3093899	-105.6227671
56713581	560019628002	1	0	41.3088805	-105.6225756
56713582	560019628002	1	41000	41.3088883	-105.6228602
56713583	560019628002	1	39500	41.3090061	-105.6218267
56713584	560019628002	1	50000	41.3088174	-105.6219315
56713585	560019628002	1	108150	41.3096072	-105.6223147
56713586	560019628002	1	110360	41.3089636	-105.6227685
56713587	560019628002	1	114300	41.3089539	-105.6224720
56713588	560019628002	1	61000	41.3052695	-105.6296152
56713589	560019628002	1	116700	41.3103987	-105.6223728
56713590	560019628002	1	62500	41.3099522	-105.6230461
56713591	560019628002	1	153000	41.3084159	-105.6222225
56713592	560019628002	1	43904	41.3082174	-105.6221148
56713593	560019628002	1	53700	41.3083537	-105.6227647
56713594	560019628002	1	77100	41.3079895	-105.6223173
56713595	560019628002	1	382100	41.3084672	-105.6226184
56713596	560019628002	1	32300	41.3083123	-105.6224112
56713597	560019628002	1	197000	41.3100437	-105.6220526
56713598	560019628002	1	25200	41.3087428	-105.6222298
56713599	560019628002	1	39900	41.3083622	-105.6224072
56713600	560019628002	1	25000	41.3081645	-105.6218535
56713601	560019628002	1	69000	41.3104069	-105.6231289
56713602	560019628002	1	86800	41.3085896	-105.6223416
56713603	560019628002	1	66800	41.3086865	-105.6226551
56713604	560019628002	1	46800	41.3108102	-105.6286165
56713605	560019628002	1	140000	41.3092557	-105.6180155
56713606	560019628002	1	25500	41.3127524	-105.6150172
56713607	560019628002	1	24500	41.3119591	-105.6223420
56713608	560019628002	1	125300	41.3100342	-105.6156324
56713609	560019628002	1	184100	41.3069171	-105.6319687
56713610	560019628002	1	140000	41.3098563	-105.6273009
56713611	560019628002	1	72000	41.3095067	-105.6272027
56713612	560019628002	1	65000	41.3097867	-105.6281366
56713613	560019628002	1	125550	41.3104216	-105.6159111
56713614	560019628002	1	142250	41.3112140	-105.6274404
56713615	560019628002	1	40000	41.3078428	-105.6209573
56713616	560019628002	1	91000	41.3108960	-105.6273045
56713617	560019628002	1	37000	41.3077354	-105.6160668
56713618	560019628002	1	25200	41.3089974	-105.6288332
56713619	560019628002	1	434400	41.3060701	-105.6342968
56713620	560019628002	1	38000	41.3062018	-105.6305849
56713621	560019628002	1	115200	41.3060593	-105.6307100
56713622	560019628002	1	85120	41.3062731	-105.6299570
56713623	560019628002	1	479250	41.3059287	-105.6301244
56713624	560019628002	1	27700	41.3057290	-105.6306862
56713625	560019628002	3	7700	41.3055255	-105.6303380
56713626	560019628002	1	9600	41.3057796	-105.6303926
56713627	560019628002	1	34000	41.3059654	-105.6299059
56713628	560019628002	1	26500	41.3059735	-105.6306269
56713629	560019628002	1	8000	41.3060123	-105.6308921
56713630	560019628002	1	40000	41.3056141	-105.6303807
56713631	560019628002	1	87400	41.3054839	-105.6303989
56713632	560019628002	1	242100	41.3057581	-105.6299545
56713633	560019628002	1	75000	41.3062952	-105.6306554
56713634	560019628002	1	72500	41.3056616	-105.6303379
56713635	560019628002	1	78000	41.3060932	-105.6304585
56713636	560019628002	1	42500	41.3058280	-105.6305320
56713637	560019628002	1	9600	41.3057962	-105.6305304
56713638	560019628002	1	39100	41.3061344	-105.6310134
56713639	560019628002	1	30000	41.3059583	-105.6301530
56713640	560019628002	1	56900	41.3059549	-105.6300348
56713641	560019628002	1	0	41.3057213	-105.6304305
56713642	560019628002	1	66500	41.3059866	-105.6305568
56713643	560019628002	1	9500	41.3058146	-105.6300725
56713644	560019628002	1	110000	41.3063148	-105.6306822
56713645	560019628002	1	0	41.3055958	-105.6303274
56713646	560019628002	1	49200	41.3063091	-105.6303657
56713647	560019628002	1	64100	41.3061400	-105.6303820
56713648	560019628002	1	48000	41.3060260	-105.6299607
56713649	560019628002	3	7700	41.3058278	-105.6299766
56713650	560019628002	1	146300	41.3062000	-105.6301912
56713651	560019628002	1	302000	41.3061507	-105.6335762
56713652	560019628002	1	98000	41.3061588	-105.6310422
56713653	560019628002	8	41500	41.3057553	-105.6306243
56713654	560019628002	1	66600	41.3059460	-105.6303046
56713655	560019628002	1	92600	41.3060465	-105.6304186
56713656	560019628002	1	42200	41.3056392	-105.6298653
56713657	560019628002	1	102000	41.3059625	-105.6307075
56713658	560019628002	1	70600	41.3056678	-105.6298878
56713659	560019628002	1	71000	41.3063126	-105.6302570
56713660	560019628002	8	35000	41.3062354	-105.6303247
56713661	560019628002	1	44300	41.3060114	-105.6307935
56713662	560019628002	1	169070	41.3058237	-105.6302703
56713663	560019628002	1	154900	41.3058230	-105.6301584
56713664	560019628002	1	72400	41.3059136	-105.6306714
56713665	560019628002	1	62600	41.3058525	-105.6302611
56713666	560019628002	1	125300	41.3055073	-105.6306442
56713667	560019628002	1	40000	41.3061678	-105.6336505
56713668	560019628002	1	64000	41.3062819	-105.6304828
56713669	560019628002	1	126310	41.3058017	-105.6299044
56713670	560019628002	1	19800	41.3062953	-105.6309245
56713671	560019628002	1	74150	41.3061798	-105.6310345
56713672	560019628002	1	544200	41.3058723	-105.6302072
56713673	560019628002	1	108500	41.3057027	-105.6304613
56713674	560019628002	1	55000	41.3055729	-105.6301456
56713675	560019628002	1	100000	41.3062028	-105.6336214
56713676	560019628002	1	50000	41.3063439	-105.6337020
56713677	560019628002	1	3000	41.3061432	-105.6304471
56713678	560019628002	1	99100	41.3059963	-105.6298935
56713679	560019628002	1	56000	41.3060607	-105.6346313
56713680	560019628002	1	8400	41.3062496	-105.6339388
56713681	560019628002	1	40800	41.3063679	-105.6337589
56713682	560019628002	1	36000	41.3119487	-105.6164418
56713683	560019628002	1	36000	41.3120840	-105.6163192
56713684	560019628002	1	3500	41.3079623	-105.6285709
56713685	560019628002	1	25200	41.3066635	-105.6338244
56713686	560019628002	1	51200	41.3061237	-105.6341369
56713687	560019628002	1	175000	41.3124512	-105.6157615
56713688	560019628002	1	134000	41.3102398	-105.6229209
56713689	560019628002	1	73000	41.3101898	-105.6227894
56713690	560019628002	1	0	41.3061535	-105.6340336
56713691	560019628002	1	239000	41.3061870	-105.6341900
56713692	560019628002	1	45700	41.3066481	-105.6335971
56713693	560019628002	1	8600	41.3065401	-105.6340477
56713694	560019628002	1	57000	41.3061790	-105.6339558
56713695	560019628002	1	40000	41.3067034	-105.6336064
56713696	560019628002	1	117520	41.3064194	-105.6339009
56713697	560019628002	1	50000	41.3074895	-105.6279666
56713698	560019628002	1	125500	41.3061380	-105.6336230
56713699	560019628002	1	258000	41.3062285	-105.6340217
56713700	560019628002	1	109500	41.3065468	-105.6340329
56713701	560019628002	1	44400	41.3063033	-105.6339767
56713702	560019628002	1	40100	41.3063081	-105.6337007
56713703	560019628002	1	137000	41.3065352	-105.6336329
56713704	560019628002	1	25400	41.3061607	-105.6345187
56713705	560019628002	1	199000	41.3078148	-105.6280070
56713706	560019628002	1	96000	41.3061945	-105.6341346
56713707	560019628002	1	38000	41.3061856	-105.6344475
56713708	560019628002	1	9800	41.3061819	-105.6335571
56713709	560019628002	1	28500	41.3078539	-105.6282182
56713710	560019628002	1	106000	41.3061526	-105.6339393
56713711	560019628002	1	9000	41.3079195	-105.6285245
56713712	560019628002	1	107500	41.3122405	-105.6164308
56713713	560019628002	1	27600	41.3076586	-105.6286782
56713714	560019628002	1	120000	41.3081602	-105.6277880
56713715	560019628002	1	210000	41.3082950	-105.6279842
56713716	560019628002	8	15000	41.3078377	-105.6287681
56713717	560019628002	1	129200	41.3077961	-105.6286789
56713718	560019628002	1	61500	41.3074819	-105.6283718
56713719	560019628002	1	78500	41.3077263	-105.6284093
56713720	560019628002	1	142500	41.3079887	-105.6282257
56713721	560019628002	1	49900	41.3074819	-105.6280641
56713722	560019628002	1	75500	41.3080935	-105.6287189
56713723	560019628002	1	3900	41.3079482	-105.6282243
56713724	560019628002	1	73000	41.3080900	-105.6278449
56713725	560019628002	1	48000	41.3077006	-105.6279768
56713726	560019628002	1	100000	41.3074447	-105.6286627
56713727	560019628002	1	37000	41.3126052	-105.6162626
56713728	560019628002	1	0	41.3078353	-105.6280329
56713729	560019628002	1	61000	41.3126500	-105.6162934
56713730	560019628002	1	70000	41.3116576	-105.6185204
56713731	560019628002	1	29600	41.3103099	-105.6229139
56713732	560019628002	1	12000	41.3103941	-105.6222406
56713733	560019628002	1	2000	41.3120808	-105.6149933
56713734	560019628002	1	44400	41.3113872	-105.6174731
56713735	560019628002	1	104520	41.3109131	-105.6181173
56713736	560019628002	1	46900	41.3109108	-105.6177808
56713737	560019628002	1	18600	41.3098322	-105.6226342
56713738	560019628002	1	30200	41.3098728	-105.6226483
56713739	560019628002	1	53000	41.3126751	-105.6161646
56713740	560019628002	1	130000	41.3093319	-105.6250365
56713741	560019628002	1	122000	41.3109937	-105.6173605
56713742	560019628002	8	84600	41.3113418	-105.6180852
56713743	560019628002	1	70000	41.3117084	-105.6180074
56713744	560019628002	1	68410	41.3116419	-105.6174957
56713745	560019628002	1	44500	41.3108981	-105.6180305
56713746	560019628002	1	0	41.3111291	-105.6180149
56713747	560019628002	1	120760	41.3093875	-105.6254612
56713748	560019628002	1	71000	41.3089912	-105.6254177
56713749	560019628002	1	26300	41.3110859	-105.6178230
56713750	560019628002	1	35204	41.3092637	-105.6245908
56713751	560019628002	1	25000	41.3088580	-105.6245615
56713752	560019628002	1	223100	41.3089515	-105.6247153
56713753	560019628002	1	184100	41.3094729	-105.6245770
56713754	560019628002	1	44300	41.3121097	-105.6160317
56713755	560019628002	1	85600	41.3120291	-105.6150221
56713756	560019628002	1	35200	41.3094408	-105.6245302
56713757	560019628002	1	94400	41.3089087	-105.6248101
56713758	560019628002	1	44600	41.3126932	-105.6160495
56713759	560019628002	1	77600	41.3086741	-105.6250021
56713760	560019628002	1	38100	41.3125381	-105.6156496
56713761	560019628002	1	82020	41.3127272	-105.6154396
56713762	560019628002	1	14700	41.3147421	-105.6154104
56713763	560019628002	1	44600	41.3117943	-105.6179090
56713764	560019628002	1	51200	41.3121654	-105.6155016
56713765	560019628002	1	120000	41.3080354	-105.6312357
56713766	560019628002	1	72900	41.3084795	-105.6206867
56713767	560019628002	1	110000	41.3086539	-105.6206897
56713768	560019628002	8	29600	41.3116426	-105.6168138
56713769	560019628002	1	90000	41.3152189	-105.6154585
56713770	560019628002	1	45000	41.3113884	-105.6164176
56713771	560019628002	1	0	41.3116866	-105.6170506
56713772	560019628002	1	100000	41.3114604	-105.6168079
56713773	560019628002	1	9000	41.3147761	-105.6157500
56713774	560019628002	1	47000	41.3116194	-105.6162612
56713775	560019628002	1	110600	41.3082611	-105.6205732
56713776	560019628002	1	92800	41.3067136	-105.6298429
56713777	560019628002	1	55000	41.3104759	-105.6188306
56713778	560019628002	1	11200	41.3113765	-105.6162883
56713779	560019628002	1	68200	41.3110406	-105.6165152
56713780	560019628002	1	56500	41.3115229	-105.6167298
56713781	560019628002	1	44030	41.3106415	-105.6190500
56713782	560019628002	1	124000	41.3103265	-105.6187027
56713783	560019628002	3	82700	41.3106976	-105.6192090
56713784	560019628002	1	33000	41.3072717	-105.6289050
56713785	560019628002	1	45000	41.3105725	-105.6187055
56713786	560019628002	1	66200	41.3104550	-105.6185001
56713787	560019628002	1	91000	41.3103796	-105.6192601
56713788	560019628002	1	144800	41.3069775	-105.6297794
56713789	560019628002	3	7700	41.3104757	-105.6187483
56713790	560019628002	1	6800	41.3065128	-105.6294311
56713791	560019628002	1	8000	41.3080900	-105.6205162
56713792	560019628002	1	24800	41.3072706	-105.6246726
56713793	560019628002	1	62500	41.3066435	-105.6295579
56713794	560019628002	1	9000	41.3070676	-105.6292012
56713795	560019628002	1	58300	41.3065551	-105.6294193
56713796	560019628002	1	40000	41.3074800	-105.6241085
56713797	560019628002	1	94400	41.3064713	-105.6292348
56713798	560019628002	1	13200	41.3070529	-105.6330950
56713799	560019628002	1	13400	41.3081207	-105.6210696
56713800	560019628002	1	40000	41.3070531	-105.6245497
56713801	560019628002	1	107400	41.3074800	-105.6243580
56713802	560019628002	1	29500	41.3071816	-105.6241623
56713803	560019628002	1	40000	41.3070051	-105.6248355
56713804	560019628002	1	38000	41.3072532	-105.6246810
56713805	560019628002	1	3000	41.3072068	-105.6247975
56713806	560019628002	1	22800	41.3118602	-105.6179169
56713807	560019628002	1	106000	41.3073148	-105.6304526
56713808	560019628002	8	6500	41.3076232	-105.6304129
56713809	560019628002	1	34000	41.3122374	-105.6179171
56713810	560019628002	1	6500	41.3092668	-105.6217070
56713811	560019628002	1	4500	41.3076571	-105.6302115
56713812	560019628002	1	35000	41.3088820	-105.6217778
56713813	560019628002	1	24000	41.3081870	-105.6207596
56713814	560019628002	1	258000	41.3082315	-105.6212341
56713815	560019628002	1	104000	41.3094370	-105.6215601
56713816	560019628002	1	46000	41.3085977	-105.6207670
56713817	560019628002	1	45000	41.3091020	-105.6206338
56713818	560019628002	1	117000	41.3076029	-105.6310242
56713819	560019628002	1	45000	41.3065234	-105.6239508
56713820	560019628002	1	39100	41.3090875	-105.6217789
56713821	560019628002	1	193000	41.3093073	-105.6213620
56713822	560019628002	1	140400	41.3094435	-105.6217965
56713823	560019628002	1	71000	41.3064000	-105.6244226
56713824	560019628002	1	90000	41.3092741	-105.6218446
56713825	560019628002	1	77320	41.3066522	-105.6244520
56713826	560019628002	1	3500	41.3075471	-105.6308438
56713827	560019628002	1	74150	41.3060698	-105.6249350
56713828	560019628002	1	44900	41.3061735	-105.6249442
56713829	560019628002	1	258000	41.3060021	-105.6247829
56713830	560019628002	1	110600	41.3077182	-105.6307924
56713831	560019628002	1	122000	41.3059712	-105.6244405
56713832	560019628002	1	0	41.3059325	-105.6240705
56713833	560019628002	1	65000	41.3122462	-105.6180601
56713834	560019628002	1	79000	41.3125318	-105.6181305
56713835	560019628002	1	128800	41.3124718	-105.6168293
56713836	560019628002	1	325700	41.3126701	-105.6164111
56713837	560019628002	1	37700	41.3079578	-105.6306126
56713838	560019628002	1	302000	41.3120701	-105.6167512
56713839	560019628002	1	35000	41.3122688	-105.6167616
56713840	560019628002	1	51200	41.3120361	-105.6168068
56713841	560019628002	1	18300	41.3122973	-105.6162393
56713842	560019628002	1	77700	41.3123448	-105.6173459
56713843	560019628002	1	6500	41.3122142	-105.6170289
56713844	560019628002	1	447100	41.3126499	-105.6169629
56713845	560019628002	1	29600	41.3119120	-105.6166044
56713846	560019628002	1	82000	41.3125382	-105.6171907
56713847	560019628002	1	40000	41.3119883	-105.6173151
56713848	560019628002	1	121000	41.3120818	-105.6180125
56713849	560019628002	1	42500	41.3124920	-105.6178312
56713850	560019628002	1	30400	41.3121129	-105.6174751
56713851	560019628002	1	60020	41.3119706	-105.6177937
56713852	560019628002	1	35000	41.3123637	-105.6183184
56713853	560019628002	1	104000	41.3125309	-105.6175230
56713854	560019628002	1	45000	41.3121742	-105.6183556
56713855	560019628002	1	160000	41.3123373	-105.6184735
56713856	560019628002	1	36000	41.3119804	-105.6180068
56713857	560019628002	1	47000	41.3119788	-105.6174692
56713858	560019628002	1	36000	41.3125783	-105.6179338
56713859	560019629001	1	92500	41.3120768	-105.6089136
56713860	560019629001	1	60120	41.3275989	-105.5988713
56713861	560019629001	1	82000	41.3224332	-105.6098464
56713862	560019629001	8	9600	41.3203236	-105.6147120
56713863	560019629001	1	28700	41.3229970	-105.6101228
56713864	560019629001	1	13200	41.3207799	-105.6087898
56713865	560019629001	1	17000	41.3272230	-105.6005273
56713866	560019629001	1	91000	41.3269008	-105.6005927
56713867	560019629001	8	73000	41.3271729	-105.6010016
56713868	560019629001	1	13200	41.3268774	-105.6008327
56713869	560019629001	1	13400	41.3270278	-105.6005657
56713870	560019629001	1	66100	41.3272716	-105.6008924
56713871	560019629001	1	83000	41.3271248	-105.6003252
56713872	560019629001	1	9500	41.3272268	-105.6010737
56713873	560019629001	1	82000	41.3271960	-105.6009884
56713874	560019629001	1	68000	41.3210820	-105.6077386
56713875	560019629001	1	73000	41.3239349	-105.6109166
56713876	560019629001	1	24000	41.3238037	-105.6113776
56713877	560019629001	1	92390	41.3272782	-105.6004217
56713878	560019629001	1	50000	41.3272186	-105.6008239
56713879	560019629001	1	18400	41.3272555	-105.6002032
56713880	560019629001	9	46400	41.3271878	-105.6010990
56713881	560019629001	1	78000	41.3272873	-105.6005885
56713882	560019629001	9	27440	41.3272713	-105.6004478
56713883	560019629001	1	58100	41.3271039	-105.6005343
56713884	560019629001	9	10000	41.3233757	-105.6114024
56713885	560019629001	1	24100	41.3273774	-105.6012101
56713886	560019629001	1	80000	41.3269592	-105.6003315
56713887	560019629001	9	6550	41.3272649	-105.6008028
56713888	560019629001	1	85600	41.3235184	-105.6109287
56713889	560019629001	1	50000	41.3273178	-105.6001194
56713890	560019629001	1	72000	41.3234589	-105.6106108
